code:::description
0000  :::Tiada Maklumat
0101  :::Asahan
0102  :::Air Baloi
0103  :::Air Hitam
0104  :::Bakri
0105  :::Batu Anam
0106  :::Batu Pahat
0107  :::Bekok
0108  :::Benut
0109  :::Bukit Gambir
0110  :::Bukit Pasir
01100 :::Saleng
01101 :::Seri Gading
01102 :::Sri Medan
01103 :::Tampoi
01104 :::Ulu Choh
01105 :::Iskandar Puteri
0111  :::Chaah
0112  :::Endau
0113  :::Gelang Patah
0114  :::Gemas
0115  :::Gerisek
0116  :::G. Taib Andak
0117  :::Jementah
0118  :::Johor Bahru
0119  :::Kahang
0120  :::Kluang
0121  :::Kg Kngan T Dr
0122  :::Kota Tinggi
0123  :::Kukup
0124  :::Kulai
0125  :::Labis
0126  :::Layang-Layang
0127  :::Masai
0128  :::Mersing
0129  :::Muar
0130  :::Pagoh
0131  :::Paloh
0132  :::Panchor
0133  :::Parit Jawa
0134  :::Parit Raja
0135  :::Parit Sulong
0136  :::Pasir Gudang
0137  :::Pekan Nanas
0138  :::Pengerang
0139  :::Pontian
0140  :::Rengit
0141  :::Segamat
0142  :::Skudai
0143  :::Semerah
0144  :::Senai
0145  :::Senggarang
0146  :::Simpang Renggam
0147  :::Sungai Mati
0148  :::Tangkak
0149  :::Ulu Tiram
0150  :::Yong Peng
0151  :::Sagil
0157  :::Bukit Kepong
0177  :::Lenga
0191  :::Sungai Balang
0192  :::Gemas Baru
0193  :::Renggam
0194  :::Nusajaya
0195  :::Kangkar Pulai
0196  :::Larkin
0197  :::Machap
0198  :::Plentong
0199  :::Pulai
0201  :::Alor Setar
0202  :::Baling
0203  :::Bandar Baharu
0204  :::Bedong
0205  :::Gurun
0206  :::Jitra
0207  :::Karangan
0208  :::Kepala Batas
0209  :::Kodiang
0210  :::Kota Kuala Muda
0211  :::Kuala Kedah
0212  :::Kuala Ketil
0213  :::Kuala Nerang
0214  :::Kulim
0215  :::Kupang
0216  :::Langgar
0217  :::Langkawi
0218  :::Lunas
0219  :::Merbok
0220  :::Padang Serai
0221  :::Pendang
0222  :::Pokok Sena
0223  :::Serdang
0224  :::Sik
0225  :::Sungai Petani
0226  :::Yan
0234  :::Changloon
0281  :::Sungai Bakap
0282  :::Bukit Kayu Hitam
0301  :::Ayer Lanas
0302  :::Bachok
0303  :::Cherang Ruku
0304  :::Dabong
0305  :::Gua Musang
0306  :::Jeli
0307  :::K Desa Pahlawan
0308  :::Ketereh
0309  :::Kota Bharu
031   :::Kubang Kerian
0310  :::Kuala Krai
0311  :::Machang
0312  :::Melor
0313  :::Pasir Mas
0314  :::Pasir Puteh
0315  :::Pulai Chondong
0316  :::Rantau Panjang
0317  :::Tanah Merah
0318  :::Temangan
0319  :::Tumpat
0320  :::Wakaf Bahru
0401  :::Alor Gajah
0402  :::Asahan
0403  :::Batang Melaka
0404  :::Bemban
0405  :::Durian Tunggal
0406  :::Gemas
0407  :::Jasin
0408  :::K/Sungai Baru
0409  :::Lubok China
0410  :::Masjid Tanah
0411  :::Melaka
0412  :::Merlimau
0413  :::Sungai Rambai
0414  :::Sungai Udang
0415  :::Tampin
0416  :::Tanjong Keling
0417  :::Selandar
0418  :::Ayer Keroh
0501  :::Asahan
0502  :::Bahau
0503  :::Batang Melaka
0504  :::Batu Kikir
0505  :::Durian Tipus
0506  :::Gemas
0507  :::Gemencheh
0508  :::Johol
0509  :::Kota
0510  :::Kuala Kelawang
0511  :::Kuala Pilah
0512  :::Labu
0513  :::Lenggeng
0514  :::Linggi
0515  :::Lubok China
0516  :::Mantin
0517  :::Nilai
0518  :::Pasir Panjang
0519  :::Pedas
0520  :::Port Dickson
0521  :::Rantau
0522  :::Rembau
0523  :::Rompin
0524  :::Seliau
0525  :::Seremban
0526  :::Sri Menanti
0527  :::Si Rusa
0528  :::Silau
0529  :::Simpang Pertang
0530  :::Sungai Gadut
0531  :::Tampin
0532  :::Tanjung Ipoh
0533  :::Titi
0534  :::Bukit Pelandok
0535  :::Chuah
0536  :::Lukut
0537  :::Teluk Kemang
0538  :::Peng Kempas
0539  :::Jelebu
0540  :::B Baru Serting
0541  :::Juasseh
0542  :::B Baru Jempol
0543  :::Senawang
0544  :::Bandar Baru Sendayan
0545  :::Bandar Baru Enstek
0601  :::Bandar Jengka
0602  :::Benta
0603  :::Bentong
0604  :::Beserah
0605  :::Bukit Fraser
0606  :::Chenor
0607  :::Dong
0608  :::Gambang
0609  :::Genting
0610  :::Jerantut
0611  :::Karak
0612  :::Kemayang
0613  :::Kuala Lipis
0614  :::Kuala Rompin
0615  :::Kuantan
0616  :::Lancang
0617  :::Lurah Bilut
0618  :::Maran
0619  :::Mengkarak
0620  :::Mentakab
0621  :::Mersing
0622  :::Muadzam Shah
0623  :::Padang Tengku
0624  :::Pekan
0625  :::Raub
0626  :::Ringlet
0627  :::Segamat
0628  :::Sungai Lembing
0629  :::Sungai Ruan
0630  :::Tanah Rata
0631  :::Temerloh
0632  :::Triang
0633  :::Bdr Tun Razak
0634  :::Rompin
0635  :::C Highlands
0636  :::Bera
0701  :::Ayer Itam
0702  :::Balik Pulau
0703  :::Batu Ferringhi
0704  :::Bayan Lepas
0705  :::Bukit Mertajam
0706  :::Butterworth
0707  :::Gelugor
0708  :::Georgetown
0709  :::Kepala Batas
0710  :::Nibong Tebal
0711  :::Penaga
0712  :::Penang Hill
0713  :::Perai
0714  :::Permatang Pauh
0715  :::Pulau Pinang
0716  :::Simpang Ampat
0717  :::Sungai Jawi
0718  :::Tanjong Bungah
0719  :::Tasek Gelugor
0720  :::USM Pulau Pinang
0721  :::Sungai Bakap
0722  :::Tanjung Tokong
0723  :::Jelutong
0801  :::Ayer Tawar
0802  :::Bagan Datoh
0803  :::Bagan Serai
0804  :::Batu Gajah
0805  :::Batu Kurau
0806  :::Beruas
0807  :::Bidor
0808  :::Bota
0809  :::Chkt Keruing
0810  :::Chemor
0811  :::Chenderiang
0812  :::Chenderong Balai
0813  :::Enggor
0814  :::Gerik
0815  :::Gopeng
0816  :::Hutan Melintang
0817  :::Klian Intan
0818  :::Ipoh
0819  :::Kampar
0820  :::Kampong Gajah
0821  :::Kg Kepayang
0822  :::Kamunting
0823  :::Kuala Kangsar
0824  :::Kuala Sepetang
0825  :::Lahat
0826  :::Langkap
0827  :::Lenggong
0828  :::Lumut
0829  :::Malim Nawar
0830  :::Mambang Diawan
0831  :::Manong
0832  :::Matang
0833  :::Menglembu
0834  :::Padang Rengas
0835  :::Pangkor
0836  :::Pantai Remis
0837  :::Parit
0838  :::Parit Buntar
0839  :::Pengkalan Hulu
0840  :::Pusing
0841  :::Sauk
0842  :::Selama
0843  :::Selekoh
0844  :::Semanggol
0845  :::Simpang
0846  :::Simpang Ampat
0847  :::Sitiawan
0848  :::Slim River
0849  :::Sungai Siput
0850  :::Sungai Sumun
0851  :::Sungkai
0852  :::Taiping
0853  :::Tanjung Malim
0854  :::Tanjung Piandang
0855  :::Tanjung Rambutan
0856  :::Tanjong Tualang
0857  :::Tapah
0858  :::Tapah Road
0859  :::Telok Intan
0860  :::Temoh
0861  :::Trong
